"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
21.900 -11.587 -1.316 -11.675 -1.249 -12.369 -1.115 -14.246 -0.066 -15.604 -0.066 -15.571 -0.054 -15.460 -0.021 -16.164 -0.016 -16.159 -0.010 -16.161 -0.017 -16.268 -0.022 -16.693 -0.160 -16.707 -0.028 -16.733 -0.017 -16.759 -0.086 -16.977 -0.018 -17.000 -0.011 -16.973 -0.018 -16.810 -0.212 -16.977 -0.025 -16.987 -0.021 -17.060 -0.012 -17.008 -0.022 -17.097 -0.034 -17.155 -0.034 4.869 0.127 2.051 0.144 42.227 40.872
22.000 -11.579 -1.335 -11.667 -1.266 -12.355 -1.129 -14.219 -0.068 -15.593 -0.065 -15.559 -0.054 -15.447 -0.023 -16.151 -0.017 -16.146 -0.012 -16.147 -0.019 -16.258 -0.025 -16.687 -0.164 -16.697 -0.030 -16.723 -0.019 -16.748 -0.086 -16.971 -0.021 -16.990 -0.013 -16.963 -0.018 -16.800 -0.211 -16.970 -0.037 -16.977 -0.023 -17.053 -0.015 -17.003 -0.023 -17.093 -0.034 -17.153 -0.035 4.835 0.129 2.073 0.150 42.224 40.888
22.100 -11.571 -1.354 -11.659 -1.283 -12.341 -1.144 -14.193 -0.072 -15.583 -0.065 -15.548 -0.054 -15.435 -0.025 -16.139 -0.019 -16.134 -0.015 -16.135 -0.020 -16.248 -0.028 -16.682 -0.168 -16.688 -0.031 -16.712 -0.021 -16.736 -0.085 -16.964 -0.023 -16.978 -0.015 -16.951 -0.019 -16.789 -0.210 -16.962 -0.048 -16.967 -0.026 -17.047 -0.018 -16.999 -0.023 -17.089 -0.035 -17.151 -0.037 4.810 0.129 2.086 0.152 42.220 40.894
22.200 -11.562 -1.372 -11.650 -1.300 -12.326 -1.158 -14.166 -0.076 -15.572 -0.065 -15.538 -0.054 -15.422 -0.026 -16.127 -0.021 -16.123 -0.018 -16.122 -0.022 -16.238 -0.031 -16.676 -0.172 -16.678 -0.032 -16.702 -0.024 -16.724 -0.085 -16.955 -0.025 -16.966 -0.017 -16.939 -0.020 -16.779 -0.209 -16.955 -0.060 -16.957 -0.028 -17.040 -0.021 -16.995 -0.024 -17.084 -0.036 -17.150 -0.038 4.795 0.128 2.088 0.152 42.216 40.892
22.300 -11.554 -1.391 -11.642 -1.317 -12.312 -1.173 -14.139 -0.080 -15.563 -0.065 -15.527 -0.054 -15.410 -0.028 -16.115 -0.023 -16.111 -0.021 -16.110 -0.024 -16.228 -0.033 -16.672 -0.175 -16.669 -0.033 -16.691 -0.025 -16.712 -0.085 -16.947 -0.027 -16.954 -0.019 -16.927 -0.021 -16.770 -0.208 -16.948 -0.071 -16.947 -0.029 -17.033 -0.023 -16.990 -0.024 -17.080 -0.037 -17.149 -0.038 4.784 0.127 2.088 0.151 42.212 40.887
22.400 -11.546 -1.410 -11.634 -1.334 -12.298 -1.187 -14.112 -0.084 -15.553 -0.064 -15.517 -0.054 -15.398 -0.029 -16.102 -0.025 -16.098 -0.022 -16.098 -0.025 -16.218 -0.034 -16.667 -0.178 -16.661 -0.034 -16.681 -0.027 -16.699 -0.085 -16.937 -0.028 -16.942 -0.020 -16.917 -0.022 -16.760 -0.207 -16.941 -0.082 -16.939 -0.030 -17.026 -0.025 -16.985 -0.025 -17.076 -0.038 -17.149 -0.039 4.773 0.127 2.090 0.151 42.208 40.884
22.500 -11.537 -1.428 -11.626 -1.351 -12.284 -1.202 -14.085 -0.088 -15.544 -0.064 -15.508 -0.054 -15.386 -0.029 -16.089 -0.025 -16.085 -0.023 -16.086 -0.026 -16.208 -0.035 -16.662 -0.181 -16.652 -0.034 -16.671 -0.027 -16.685 -0.084 -16.928 -0.028 -16.932 -0.021 -16.907 -0.023 -16.751 -0.206 -16.934 -0.092 -16.931 -0.030 -17.019 -0.025 -16.981 -0.025 -17.072 -0.039 -17.149 -0.039 4.760 0.126 2.094 0.151 42.205 40.884
22.600 -11.529 -1.447 -11.618 -1.368 -12.270 -1.216 -14.058 -0.092 -15.535 -0.064 -15.499 -0.054 -15.375 -0.029 -16.076 -0.025 -16.072 -0.023 -16.073 -0.026 -16.198 -0.035 -16.658 -0.184 -16.644 -0.034 -16.661 -0.027 -16.671 -0.084 -16.919 -0.028 -16.923 -0.021 -16.899 -0.023 -16.742 -0.205 -16.926 -0.102 -16.925 -0.030 -17.012 -0.025 -16.976 -0.026 -17.068 -0.041 -17.149 -0.039 4.747 0.126 2.102 0.152 42.204 40.886
22.700 -11.521 -1.465 -11.610 -1.386 -12.256 -1.231 -14.032 -0.096 -15.526 -0.063 -15.489 -0.053 -15.363 -0.028 -16.063 -0.024 -16.059 -0.022 -16.060 -0.025 -16.189 -0.035 -16.654 -0.187 -16.636 -0.033 -16.650 -0.026 -16.657 -0.084 -16.911 -0.028 -16.915 -0.020 -16.891 -0.022 -16.733 -0.204 -16.919 -0.112 -16.921 -0.030 -17.005 -0.023 -16.970 -0.025 -17.064 -0.044 -17.149 -0.038 4.733 0.126 2.112 0.154 42.203 40.890
22.800 -11.513 -1.484 -11.602 -1.403 -12.243 -1.245 -14.005 -0.100 -15.517 -0.063 -15.480 -0.052 -15.351 -0.026 -16.050 -0.023 -16.046 -0.019 -16.048 -0.023 -16.180 -0.034 -16.650 -0.189 -16.628 -0.031 -16.640 -0.024 -16.642 -0.084 -16.903 -0.027 -16.907 -0.018 -16.884 -0.021 -16.725 -0.203 -16.912 -0.121 -16.919 -0.029 -16.998 -0.021 -16.965 -0.025 -17.060 -0.048 -17.149 -0.038 4.720 0.125 2.123 0.156 42.202 40.893
22.900 -11.505 -1.503 -11.594 -1.420 -12.229 -1.259 -13.979 -0.104 -15.508 -0.062 -15.471 -0.051 -15.340 -0.024 -16.038 -0.020 -16.034 -0.017 -16.036 -0.021 -16.170 -0.033 -16.646 -0.192 -16.619 -0.029 -16.629 -0.022 -16.627 -0.084 -16.895 -0.025 -16.900 -0.015 -16.876 -0.020 -16.717 -0.202 -16.904 -0.130 -16.919 -0.028 -16.991 -0.018 -16.959 -0.023 -17.057 -0.053 -17.149 -0.036 4.711 0.125 2.130 0.157 42.202 40.892
23.000 -11.497 -1.521 -11.586 -1.437 -12.216 -1.273 -13.953 -0.107 -15.499 -0.061 -15.462 -0.051 -15.328 -0.021 -16.028 -0.018 -16.023 -0.013 -16.025 -0.019 -16.161 -0.032 -16.643 -0.194 -16.610 -0.027 -16.618 -0.019 -16.611 -0.084 -16.887 -0.024 -16.892 -0.012 -16.869 -0.018 -16.709 -0.200 -16.897 -0.138 -16.920 -0.027 -16.984 -0.013 -16.952 -0.021 -17.053 -0.058 -17.147 -0.035 4.716 0.124 2.122 0.153 42.201 40.877
23.100 -11.489 -1.540 -11.578 -1.454 -12.202 -1.287 -13.927 -0.111 -15.489 -0.061 -15.452 -0.050 -15.316 -0.019 -16.019 -0.015 -16.013 -0.009 -16.016 -0.017 -16.152 -0.030 -16.639 -0.196 -16.601 -0.025 -16.606 -0.017 -16.595 -0.084 -16.879 -0.022 -16.884 -0.009 -16.860 -0.015 -16.702 -0.199 -16.889 -0.146 -16.921 -0.025 -16.978 -0.009 -16.945 -0.019 -17.050 -0.063 -17.145 -0.033 4.750 0.120 2.080 0.142 42.196 40.831
23.200 -11.481 -1.558 -11.570 -1.472 -12.189 -1.302 -13.902 -0.113 -15.479 -0.060 -15.442 -0.049 -15.305 -0.019 -16.011 -0.014 -16.005 -0.008 -16.008 -0.017 -16.143 -0.028 -16.636 -0.197 -16.591 -0.023 -16.594 -0.016 -16.579 -0.085 -16.870 -0.020 -16.875 -0.007 -16.851 -0.014 -16.694 -0.198 -16.882 -0.153 -16.923 -0.024 -16.971 -0.007 -16.937 -0.017 -17.047 -0.069 -17.142 -0.032 4.787 0.117 2.037 0.132 42.191 40.782
23.300 -11.473 -1.577 -11.562 -1.489 -12.176 -1.316 -13.878 -0.116 -15.468 -0.060 -15.431 -0.050 -15.293 -0.021 -16.005 -0.015 -15.999 -0.010 -16.001 -0.018 -16.133 -0.027 -16.633 -0.199 -16.580 -0.022 -16.580 -0.018 -16.562 -0.085 -16.861 -0.019 -16.865 -0.008 -16.841 -0.013 -16.687 -0.196 -16.875 -0.159 -16.924 -0.023 -16.964 -0.010 -16.929 -0.016 -17.044 -0.075 -17.138 -0.031 4.760 0.120 2.061 0.140 42.191 40.813
23.400 -11.465 -1.595 -11.554 -1.506 -12.163 -1.330 -13.854 -0.119 -15.457 -0.061 -15.419 -0.050 -15.282 -0.024 -15.999 -0.017 -15.994 -0.014 -15.994 -0.020 -16.123 -0.026 -16.630 -0.201 -16.569 -0.023 -16.566 -0.020 -16.544 -0.086 -16.852 -0.019 -16.853 -0.012 -16.830 -0.015 -16.681 -0.194 -16.867 -0.166 -16.924 -0.022 -16.957 -0.015 -16.919 -0.016 -17.041 -0.080 -17.132 -0.031 4.745 0.122 2.064 0.144 42.188 40.828
23.500 -11.457 -1.614 -11.546 -1.523 -12.150 -1.344 -13.832 -0.121 -15.444 -0.061 -15.407 -0.051 -15.270 -0.028 -15.993 -0.020 -15.989 -0.018 -15.989 -0.023 -16.113 -0.027 -16.627 -0.202 -16.557 -0.025 -16.551 -0.024 -16.527 -0.086 -16.843 -0.020 -16.841 -0.015 -16.819 -0.017 -16.674 -0.193 -16.860 -0.171 -16.923 -0.023 -16.949 -0.020 -16.908 -0.018 -17.039 -0.085 -17.125 -0.031 4.735 0.122 2.063 0.144 42.183 40.830
23.600 -11.449 -1.632 -11.539 -1.540 -12.137 -1.358 -13.810 -0.123 -15.431 -0.062 -15.393 -0.052 -15.258 -0.031 -15.987 -0.023 -15.983 -0.022 -15.982 -0.026 -16.101 -0.029 -16.624 -0.204 -16.544 -0.027 -16.536 -0.027 -16.509 -0.087 -16.834 -0.022 -16.829 -0.019 -16.806 -0.020 -16.668 -0.191 -16.853 -0.177 -16.921 -0.026 -16.942 -0.025 -16.897 -0.021 -17.036 -0.091 -17.117 -0.032 4.722 0.121 2.065 0.143 42.179 40.831
23.700 -11.441 -1.650 -11.531 -1.558 -12.124 -1.372 -13.788 -0.125 -15.417 -0.063 -15.380 -0.054 -15.246 -0.035 -15.980 -0.026 -15.976 -0.025 -15.975 -0.029 -16.090 -0.032 -16.621 -0.205 -16.531 -0.030 -16.520 -0.031 -16.491 -0.088 -16.825 -0.025 -16.817 -0.022 -16.794 -0.022 -16.663 -0.189 -16.845 -0.181 -16.917 -0.029 -16.934 -0.029 -16.885 -0.023 -17.033 -0.095 -17.108 -0.033 4.709 0.119 2.068 0.143 42.175 40.831
23.800 -11.433 -1.669 -11.523 -1.575 -12.112 -1.386 -13.768 -0.127 -15.403 -0.064 -15.365 -0.055 -15.234 -0.038 -15.972 -0.029 -15.969 -0.028 -15.967 -0.031 -16.077 -0.035 -16.619 -0.206 -16.518 -0.032 -16.505 -0.033 -16.474 -0.089 -16.817 -0.029 -16.805 -0.024 -16.781 -0.025 -16.657 -0.187 -16.838 -0.186 -16.912 -0.033 -16.926 -0.032 -16.873 -0.025 -17.031 -0.100 -17.098 -0.034 4.696 0.118 2.069 0.142 42.171 40.831
23.900 -11.425 -1.687 -11.515 -1.592 -12.099 -1.399 -13.749 -0.129 -15.388 -0.066 -15.351 -0.056 -15.221 -0.040 -15.963 -0.031 -15.960 -0.030 -15.958 -0.033 -16.064 -0.038 -16.616 -0.207 -16.505 -0.034 -16.489 -0.035 -16.456 -0.089 -16.809 -0.031 -16.793 -0.026 -16.769 -0.026 -16.652 -0.184 -16.831 -0.189 -16.906 -0.036 -16.918 -0.035 -16.860 -0.027 -17.028 -0.104 -17.088 -0.035 4.686 0.117 2.069 0.142 42.167 40.831
24.000 -11.418 -1.705 -11.507 -1.609 -12.087 -1.413 -13.730 -0.130 -15.373 -0.066 -15.336 -0.057 -15.208 -0.042 -15.953 -0.032 -15.950 -0.032 -15.947 -0.034 -16.051 -0.041 -16.614 -0.208 -16.492 -0.036 -16.474 -0.037 -16.439 -0.089 -16.802 -0.034 -16.783 -0.027 -16.758 -0.027 -16.647 -0.182 -16.823 -0.192 -16.899 -0.040 -16.909 -0.037 -16.848 -0.028 -17.025 -0.108 -17.077 -0.035 4.677 0.117 2.067 0.142 42.163 40.830
24.100 -11.410 -1.723 -11.500 -1.626 -12.074 -1.427 -13.712 -0.131 -15.359 -0.067 -15.322 -0.058 -15.195 -0.043 -15.942 -0.033 -15.938 -0.032 -15.935 -0.035 -16.037 -0.044 -16.611 -0.209 -16.480 -0.037 -16.460 -0.038 -16.422 -0.090 -16.795 -0.036 -16.773 -0.028 -16.747 -0.027 -16.642 -0.179 -16.816 -0.195 -16.892 -0.043 -16.900 -0.038 -16.837 -0.028 -17.023 -0.111 -17.067 -0.036 4.669 0.116 2.064 0.142 42.159 40.829
24.200 -11.402 -1.742 -11.492 -1.643 -12.062 -1.441 -13.695 -0.132 -15.344 -0.068 -15.307 -0.059 -15.181 -0.043 -15.928 -0.033 -15.924 -0.032 -15.921 -0.035 -16.023 -0.046 -16.608 -0.210 -16.469 -0.037 -16.446 -0.038 -16.406 -0.090 -16.789 -0.038 -16.765 -0.028 -16.737 -0.028 -16.638 -0.176 -16.809 -0.197 -16.883 -0.045 -16.891 -0.039 -16.826 -0.029 -17.020 -0.114 -17.056 -0.036 4.661 0.116 2.063 0.142 42.156 40.829
24.300 -11.395 -1.760 -11.484 -1.660 -12.050 -1.455 -13.679 -0.132 -15.330 -0.068 -15.293 -0.059 -15.168 -0.043 -15.913 -0.033 -15.908 -0.032 -15.905 -0.035 -16.008 -0.048 -16.606 -0.210 -16.460 -0.037 -16.433 -0.037 -16.390 -0.090 -16.783 -0.038 -16.758 -0.028 -16.729 -0.027 -16.634 -0.173 -16.802 -0.199 -16.873 -0.047 -16.882 -0.038 -16.817 -0.029 -17.018 -0.117 -17.047 -0.036 4.650 0.116 2.065 0.143 42.153 40.831
24.400 -11.387 -1.778 -11.477 -1.677 -12.038 -1.468 -13.663 -0.132 -15.316 -0.068 -15.279 -0.059 -15.155 -0.042 -15.896 -0.032 -15.891 -0.031 -15.888 -0.034 -15.994 -0.049 -16.603 -0.211 -16.451 -0.037 -16.422 -0.036 -16.375 -0.089 -16.777 -0.039 -16.751 -0.027 -16.722 -0.027 -16.630 -0.169 -16.794 -0.200 -16.863 -0.049 -16.873 -0.037 -16.809 -0.030 -17.015 -0.119 -17.038 -0.037 4.637 0.116 2.071 0.145 42.150 40.835
24.500 -11.380 -1.796 -11.469 -1.695 -12.026 -1.482 -13.649 -0.132 -15.302 -0.068 -15.265 -0.059 -15.141 -0.040 -15.878 -0.031 -15.872 -0.030 -15.869 -0.033 -15.979 -0.050 -16.600 -0.212 -16.444 -0.037 -16.412 -0.035 -16.360 -0.089 -16.772 -0.039 -16.746 -0.026 -16.716 -0.027 -16.626 -0.166 -16.787 -0.201 -16.853 -0.049 -16.864 -0.035 -16.802 -0.030 -17.012 -0.120 -17.030 -0.037 4.623 0.116 2.081 0.147 42.149 40.842
24.600 -11.372 -1.814 -11.462 -1.712 -12.015 -1.495 -13.635 -0.131 -15.288 -0.068 -15.252 -0.058 -15.128 -0.037 -15.859 -0.029 -15.853 -0.027 -15.850 -0.031 -15.964 -0.049 -16.597 -0.212 -16.438 -0.036 -16.402 -0.033 -16.347 -0.088 -16.767 -0.038 -16.741 -0.025 -16.711 -0.026 -16.623 -0.162 -16.780 -0.201 -16.842 -0.049 -16.854 -0.032 -16.796 -0.030 -17.009 -0.121 -17.022 -0.037 4.608 0.116 2.091 0.150 42.148 40.849
24.700 -11.365 -1.832 -11.454 -1.729 -12.003 -1.509 -13.622 -0.130 -15.275 -0.068 -15.239 -0.058 -15.115 -0.035 -15.840 -0.027 -15.833 -0.025 -15.831 -0.028 -15.950 -0.049 -16.594 -0.213 -16.433 -0.034 -16.395 -0.030 -16.334 -0.088 -16.761 -0.037 -16.736 -0.023 -16.705 -0.025 -16.620 -0.158 -16.772 -0.200 -16.831 -0.049 -16.845 -0.029 -16.791 -0.029 -17.007 -0.121 -17.015 -0.037 4.593 0.117 2.102 0.152 42.147 40.855
24.800 -11.357 -1.850 -11.447 -1.746 -11.992 -1.523 -13.609 -0.129 -15.262 -0.067 -15.226 -0.057 -15.102 -0.031 -15.821 -0.024 -15.814 -0.021 -15.812 -0.026 -15.936 -0.047 -16.591 -0.213 -16.430 -0.032 -16.388 -0.027 -16.322 -0.087 -16.755 -0.035 -16.731 -0.020 -16.700 -0.023 -16.617 -0.153 -16.765 -0.200 -16.819 -0.047 -16.836 -0.024 -16.786 -0.028 -17.004 -0.121 -17.008 -0.036 4.582 0.117 2.110 0.154 42.146 40.860
24.900 -11.350 -1.868 -11.439 -1.763 -11.980 -1.536 -13.598 -0.127 -15.249 -0.067 -15.213 -0.056 -15.089 -0.028 -15.804 -0.021 -15.796 -0.017 -15.794 -0.023 -15.922 -0.045 -16.587 -0.214 -16.428 -0.030 -16.383 -0.024 -16.311 -0.087 -16.748 -0.033 -16.726 -0.017 -16.693 -0.021 -16.615 -0.149 -16.758 -0.198 -16.808 -0.045 -16.827 -0.019 -16.781 -0.026 -17.000 -0.121 -17.002 -0.036 4.577 0.117 2.110 0.155 42.144 40.857
25.000 -11.343 -1.886 -11.432 -1.780 -11.969 -1.549 -13.587 -0.125 -15.237 -0.066 -15.200 -0.055 -15.076 -0.025 -15.788 -0.018 -15.779 -0.013 -15.778 -0.020 -15.909 -0.043 -16.583 -0.214 -16.427 -0.028 -16.379 -0.020 -16.301 -0.086 -16.739 -0.031 -16.719 -0.013 -16.686 -0.019 -16.613 -0.144 -16.750 -0.196 -16.796 -0.043 -16.817 -0.014 -16.777 -0.024 -16.997 -0.120 -16.997 -0.035 4.588 0.116 2.091 0.151 42.140 40.839
25.100 -11.335 -1.904 -11.424 -1.797 -11.958 -1.563 -13.577 -0.123 -15.224 -0.066 -15.188 -0.055 -15.063 -0.023 -15.775 -0.016 -15.765 -0.010 -15.764 -0.018 -15.896 -0.040 -16.579 -0.215 -16.427 -0.025 -16.376 -0.018 -16.292 -0.086 -16.730 -0.028 -16.710 -0.010 -16.677 -0.017 -16.610 -0.139 -16.743 -0.194 -16.784 -0.040 -16.808 -0.010 -16.772 -0.022 -16.994 -0.118 -16.991 -0.033 4.623 0.113 2.042 0.140 42.132 40.794
25.200 -11.328 -1.922 -11.417 -1.813 -11.947 -1.576 -13.568 -0.121 -15.211 -0.066 -15.175 -0.055 -15.051 -0.023 -15.764 -0.015 -15.754 -0.009 -15.752 -0.018 -15.883 -0.036 -16.574 -0.215 -16.427 -0.023 -16.374 -0.018 -16.284 -0.087 -16.719 -0.026 -16.700 -0.008 -16.667 -0.015 -16.608 -0.133 -16.736 -0.191 -16.773 -0.037 -16.799 -0.009 -16.767 -0.019 -16.990 -0.116 -16.986 -0.032 4.636 0.113 2.021 0.136 42.129 40.776
25.300 -11.321 -1.939 -11.410 -1.830 -11.936 -1.590 -13.560 -0.119 -15.199 -0.066 -15.163 -0.055 -15.038 -0.025 -15.756 -0.016 -15.745 -0.011 -15.742 -0.019 -15.871 -0.033 -16.569 -0.215 -16.429 -0.022 -16.374 -0.019 -16.276 -0.087 -16.707 -0.023 -16.687 -0.010 -16.655 -0.015 -16.607 -0.127 -16.728 -0.188 -16.762 -0.033 -16.790 -0.013 -16.761 -0.018 -16.987 -0.114 -16.982 -0.032 4.613 0.118 2.044 0.146 42.130 40.808
25.400 -11.313 -1.957 -11.402 -1.847 -11.925 -1.603 -13.552 -0.117 -15.186 -0.067 -15.150 -0.056 -15.026 -0.028 -15.747 -0.018 -15.738 -0.015 -15.734 -0.021 -15.859 -0.029 -16.563 -0.216 -16.431 -0.022 -16.374 -0.022 -16.269 -0.088 -16.693 -0.021 -16.673 -0.012 -16.643 -0.015 -16.605 -0.121 -16.721 -0.184 -16.751 -0.029 -16.782 -0.017 -16.754 -0.017 -16.983 -0.111 -16.977 -0.031 4.611 0.122 2.036 0.150 42.126 40.816
25.500 -11.306 -1.975 -11.395 -1.864 -11.914 -1.616 -13.545 -0.116 -15.173 -0.067 -15.137 -0.056 -15.014 -0.031 -15.738 -0.021 -15.730 -0.019 -15.726 -0.024 -15.848 -0.026 -16.557 -0.216 -16.433 -0.023 -16.374 -0.025 -16.262 -0.088 -16.679 -0.019 -16.659 -0.015 -16.630 -0.017 -16.604 -0.115 -16.713 -0.180 -16.741 -0.026 -16.773 -0.022 -16.748 -0.018 -16.979 -0.107 -16.973 -0.032 4.614 0.124 2.023 0.151 42.121 40.813
25.600 -11.299 -1.992 -11.388 -1.881 -11.904 -1.629 -13.539 -0.114 -15.160 -0.068 -15.124 -0.058 -15.001 -0.034 -15.729 -0.024 -15.722 -0.023 -15.718 -0.026 -15.836 -0.023 -16.551 -0.216 -16.435 -0.024 -16.375 -0.028 -16.256 -0.089 -16.665 -0.017 -16.644 -0.017 -16.617 -0.019 -16.602 -0.109 -16.706 -0.176 -16.731 -0.023 -16.765 -0.027 -16.742 -0.019 -16.974 -0.104 -16.969 -0.033 4.615 0.125 2.013 0.150 42.117 40.807
25.700 -11.292 -2.010 -11.381 -1.897 -11.893 -1.643 -13.533 -0.113 -15.147 -0.069 -15.111 -0.059 -14.989 -0.037 -15.718 -0.027 -15.712 -0.026 -15.709 -0.029 -15.824 -0.021 -16.543 -0.216 -16.436 -0.025 -16.375 -0.030 -16.250 -0.090 -16.651 -0.017 -16.629 -0.019 -16.604 -0.022 -16.601 -0.102 -16.698 -0.171 -16.722 -0.021 -16.756 -0.031 -16.736 -0.021 -16.970 -0.099 -16.964 -0.035 4.615 0.125 2.003 0.149 42.113 40.800
25.800 -11.285 -2.028 -11.374 -1.914 -11.883 -1.656 -13.529 -0.113 -15.133 -0.070 -15.098 -0.060 -14.976 -0.040 -15.706 -0.030 -15.702 -0.029 -15.700 -0.031 -15.813 -0.021 -16.536 -0.217 -16.437 -0.027 -16.375 -0.032 -16.243 -0.090 -16.637 -0.017 -16.614 -0.021 -16.591 -0.023 -16.600 -0.095 -16.691 -0.165 -16.714 -0.021 -16.749 -0.034 -16.730 -0.022 -16.965 -0.095 -16.960 -0.036 4.612 0.125 1.996 0.148 42.109 40.794
25.900 -11.278 -2.045 -11.366 -1.931 -11.873 -1.669 -13.525 -0.113 -15.120 -0.071 -15.085 -0.061 -14.964 -0.042 -15.694 -0.032 -15.691 -0.031 -15.690 -0.032 -15.800 -0.022 -16.527 -0.217 -16.437 -0.027 -16.373 -0.033 -16.237 -0.091 -16.624 -0.018 -16.600 -0.022 -16.578 -0.024 -16.599 -0.088 -16.683 -0.159 -16.706 -0.021 -16.741 -0.036 -16.725 -0.022 -16.960 -0.090 -16.955 -0.037 4.607 0.124 1.992 0.147 42.105 40.791
26.000 -11.271 -2.063 -11.359 -1.948 -11.863 -1.682 -13.521 -0.115 -15.107 -0.071 -15.071 -0.062 -14.951 -0.044 -15.682 -0.033 -15.679 -0.032 -15.679 -0.033 -15.788 -0.023 -16.518 -0.217 -16.435 -0.027 -16.371 -0.034 -16.230 -0.091 -16.611 -0.019 -16.587 -0.023 -16.566 -0.025 -16.598 -0.081 -16.675 -0.153 -16.699 -0.022 -16.733 -0.038 -16.719 -0.022 -16.955 -0.085 -16.951 -0.038 4.602 0.124 1.988 0.147 42.102 40.787
26.100 -11.264 -2.080 -11.352 -1.964 -11.853 -1.695 -13.519 -0.117 -15.094 -0.072 -15.058 -0.062 -14.939 -0.044 -15.668 -0.034 -15.666 -0.032 -15.667 -0.034 -15.775 -0.024 -16.508 -0.218 -16.432 -0.027 -16.367 -0.034 -16.223 -0.092 -16.599 -0.020 -16.574 -0.023 -16.555 -0.025 -16.596 -0.074 -16.668 -0.147 -16.692 -0.022 -16.726 -0.039 -16.714 -0.021 -16.949 -0.080 -16.947 -0.039 4.600 0.125 1.982 0.146 42.098 40.782
26.200 -11.257 -2.097 -11.345 -1.981 -11.843 -1.708 -13.516 -0.120 -15.081 -0.072 -15.046 -0.062 -14.927 -0.044 -15.655 -0.034 -15.653 -0.032 -15.654 -0.033 -15.761 -0.024 -16.497 -0.218 -16.427 -0.026 -16.361 -0.034 -16.216 -0.092 -16.588 -0.020 -16.563 -0.023 -16.544 -0.025 -16.595 -0.067 -16.660 -0.140 -16.686 -0.022 -16.719 -0.039 -16.709 -0.020 -16.943 -0.075 -16.942 -0.039 4.600 0.125 1.972 0.146 42.094 40.774
26.300 -11.250 -2.115 -11.338 -1.997 -11.833 -1.721 -13.514 -0.123 -15.069 -0.072 -15.034 -0.062 -14.915 -0.043 -15.641 -0.034 -15.639 -0.032 -15.641 -0.032 -15.747 -0.024 -16.486 -0.218 -16.421 -0.025 -16.354 -0.033 -16.208 -0.092 -16.577 -0.020 -16.552 -0.022 -16.534 -0.024 -16.594 -0.060 -16.652 -0.132 -16.680 -0.022 -16.712 -0.038 -16.704 -0.019 -16.937 -0.070 -16.938 -0.040 4.602 0.125 1.963 0.144 42.090 40.765
26.400 -11.243 -2.132 -11.332 -2.014 -11.824 -1.734 -13.512 -0.128 -15.057 -0.072 -15.022 -0.062 -14.904 -0.042 -15.628 -0.032 -15.626 -0.030 -15.627 -0.031 -15.732 -0.024 -16.474 -0.219 -16.411 -0.025 -16.345 -0.031 -16.200 -0.091 -16.566 -0.019 -16.543 -0.021 -16.526 -0.023 -16.592 -0.054 -16.644 -0.125 -16.674 -0.021 -16.705 -0.036 -16.699 -0.018 -16.931 -0.065 -16.933 -0.040 4.600 0.125 1.958 0.144 42.087 40.758
26.500 -11.236 -2.149 -11.325 -2.030 -11.814 -1.747 -13.511 -0.134 -15.046 -0.071 -15.010 -0.061 -14.892 -0.040 -15.614 -0.031 -15.612 -0.028 -15.614 -0.029 -15.717 -0.024 -16.461 -0.219 -16.400 -0.024 -16.333 -0.030 -16.192 -0.091 -16.556 -0.018 -16.534 -0.020 -16.518 -0.022 -16.591 -0.050 -16.636 -0.117 -16.669 -0.020 -16.698 -0.034 -16.694 -0.018 -16.924 -0.060 -16.929 -0.040 4.587 0.124 1.966 0.144 42.086 40.757
