"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
17.200 -12.037 -0.468 -12.067 -0.545 -13.127 -0.405 -14.984 -0.136 -16.250 -0.062 -16.211 -0.051 -16.081 -0.018 -16.569 -0.022 -16.573 -0.017 -16.581 -0.023 -16.647 -0.041 -17.019 -0.101 -17.083 -0.027 -17.087 -0.016 -17.065 -0.069 -17.245 -0.032 -17.251 -0.015 -17.252 -0.020 -17.218 -0.239 -17.242 -0.304 -17.150 -0.042 -17.259 -0.019 -17.160 -0.032 -17.230 -0.049 -17.233 -0.055 5.337 0.157 1.900 0.141 42.319 40.925
17.300 -12.026 -0.484 -12.059 -0.556 -13.110 -0.420 -14.973 -0.135 -16.235 -0.062 -16.196 -0.051 -16.067 -0.020 -16.570 -0.022 -16.574 -0.018 -16.581 -0.023 -16.638 -0.042 -17.011 -0.104 -17.075 -0.027 -17.080 -0.017 -17.059 -0.069 -17.240 -0.032 -17.249 -0.016 -17.250 -0.020 -17.215 -0.240 -17.238 -0.306 -17.147 -0.042 -17.255 -0.019 -17.152 -0.033 -17.226 -0.049 -17.225 -0.056 5.338 0.158 1.895 0.141 42.318 40.923
17.400 -12.015 -0.500 -12.050 -0.568 -13.093 -0.434 -14.963 -0.135 -16.220 -0.062 -16.181 -0.051 -16.053 -0.020 -16.573 -0.022 -16.577 -0.018 -16.583 -0.023 -16.630 -0.042 -17.004 -0.107 -17.068 -0.027 -17.073 -0.018 -17.053 -0.068 -17.236 -0.032 -17.248 -0.016 -17.249 -0.021 -17.212 -0.240 -17.234 -0.307 -17.143 -0.043 -17.249 -0.019 -17.145 -0.036 -17.221 -0.050 -17.217 -0.058 5.333 0.158 1.897 0.142 42.317 40.925
17.500 -12.004 -0.516 -12.042 -0.579 -13.076 -0.449 -14.953 -0.134 -16.205 -0.062 -16.167 -0.051 -16.039 -0.020 -16.576 -0.021 -16.581 -0.017 -16.586 -0.023 -16.622 -0.042 -16.997 -0.109 -17.061 -0.028 -17.066 -0.018 -17.047 -0.068 -17.233 -0.032 -17.248 -0.016 -17.250 -0.021 -17.208 -0.241 -17.229 -0.309 -17.139 -0.043 -17.244 -0.018 -17.139 -0.040 -17.217 -0.050 -17.211 -0.061 5.324 0.158 1.902 0.143 42.316 40.928
17.600 -11.993 -0.533 -12.034 -0.591 -13.059 -0.464 -14.942 -0.134 -16.191 -0.062 -16.153 -0.051 -16.026 -0.020 -16.579 -0.020 -16.584 -0.016 -16.589 -0.022 -16.615 -0.042 -16.990 -0.110 -17.054 -0.029 -17.059 -0.018 -17.040 -0.067 -17.230 -0.031 -17.248 -0.014 -17.251 -0.021 -17.204 -0.241 -17.225 -0.309 -17.135 -0.044 -17.238 -0.017 -17.133 -0.044 -17.212 -0.050 -17.205 -0.065 5.319 0.159 1.905 0.144 42.316 40.929
17.700 -11.983 -0.549 -12.025 -0.604 -13.042 -0.479 -14.932 -0.133 -16.177 -0.062 -16.139 -0.051 -16.013 -0.019 -16.581 -0.018 -16.587 -0.013 -16.591 -0.020 -16.609 -0.042 -16.983 -0.111 -17.047 -0.029 -17.052 -0.017 -17.034 -0.067 -17.227 -0.031 -17.249 -0.012 -17.252 -0.021 -17.200 -0.242 -17.220 -0.310 -17.131 -0.044 -17.232 -0.014 -17.128 -0.048 -17.208 -0.050 -17.199 -0.069 5.328 0.158 1.897 0.142 42.315 40.919
17.800 -11.972 -0.566 -12.017 -0.616 -13.025 -0.494 -14.921 -0.133 -16.163 -0.063 -16.125 -0.052 -16.000 -0.018 -16.583 -0.017 -16.589 -0.009 -16.593 -0.018 -16.602 -0.043 -16.976 -0.111 -17.041 -0.030 -17.045 -0.015 -17.027 -0.066 -17.224 -0.031 -17.250 -0.009 -17.254 -0.021 -17.196 -0.242 -17.215 -0.309 -17.125 -0.043 -17.225 -0.010 -17.123 -0.053 -17.203 -0.050 -17.194 -0.074 5.374 0.156 1.862 0.134 42.314 40.882
17.900 -11.962 -0.583 -12.008 -0.629 -13.008 -0.509 -14.911 -0.132 -16.149 -0.063 -16.112 -0.052 -15.988 -0.017 -16.583 -0.015 -16.590 -0.006 -16.593 -0.017 -16.596 -0.043 -16.970 -0.111 -17.034 -0.032 -17.039 -0.015 -17.021 -0.066 -17.221 -0.031 -17.250 -0.006 -17.254 -0.022 -17.192 -0.242 -17.210 -0.309 -17.120 -0.043 -17.219 -0.007 -17.118 -0.057 -17.199 -0.049 -17.189 -0.079 5.457 0.147 1.805 0.118 42.314 40.815
18.000 -11.951 -0.600 -12.000 -0.642 -12.991 -0.524 -14.900 -0.132 -16.135 -0.064 -16.098 -0.053 -15.975 -0.019 -16.582 -0.016 -16.589 -0.006 -16.591 -0.017 -16.590 -0.044 -16.963 -0.110 -17.028 -0.033 -17.032 -0.016 -17.014 -0.066 -17.217 -0.031 -17.249 -0.006 -17.254 -0.023 -17.187 -0.242 -17.206 -0.308 -17.114 -0.042 -17.212 -0.008 -17.114 -0.062 -17.194 -0.049 -17.185 -0.083 5.467 0.150 1.792 0.119 42.310 40.816
18.100 -11.941 -0.618 -11.992 -0.655 -12.974 -0.539 -14.889 -0.132 -16.121 -0.065 -16.084 -0.054 -15.962 -0.021 -16.578 -0.018 -16.585 -0.011 -16.588 -0.019 -16.583 -0.044 -16.956 -0.109 -17.021 -0.035 -17.025 -0.019 -17.008 -0.066 -17.212 -0.031 -17.246 -0.010 -17.253 -0.026 -17.183 -0.243 -17.201 -0.306 -17.108 -0.042 -17.205 -0.012 -17.110 -0.066 -17.190 -0.048 -17.182 -0.088 5.405 0.163 1.820 0.135 42.304 40.884
18.200 -11.930 -0.635 -11.983 -0.668 -12.957 -0.554 -14.878 -0.132 -16.106 -0.067 -16.070 -0.056 -15.949 -0.025 -16.573 -0.022 -16.580 -0.016 -16.583 -0.022 -16.577 -0.044 -16.950 -0.107 -17.015 -0.038 -17.018 -0.023 -17.002 -0.067 -17.207 -0.031 -17.243 -0.015 -17.251 -0.029 -17.178 -0.243 -17.196 -0.305 -17.102 -0.040 -17.199 -0.017 -17.106 -0.070 -17.186 -0.047 -17.179 -0.093 5.353 0.167 1.849 0.145 42.301 40.925
18.300 -11.920 -0.652 -11.975 -0.681 -12.940 -0.569 -14.867 -0.133 -16.091 -0.068 -16.056 -0.058 -15.936 -0.028 -16.566 -0.026 -16.573 -0.021 -16.576 -0.025 -16.569 -0.044 -16.943 -0.104 -17.008 -0.040 -17.012 -0.027 -16.996 -0.068 -17.201 -0.032 -17.238 -0.020 -17.248 -0.032 -17.172 -0.243 -17.191 -0.302 -17.095 -0.039 -17.192 -0.022 -17.103 -0.074 -17.181 -0.046 -17.176 -0.097 5.332 0.169 1.854 0.148 42.296 40.938
18.400 -11.910 -0.670 -11.966 -0.695 -12.924 -0.585 -14.856 -0.134 -16.076 -0.070 -16.041 -0.059 -15.923 -0.032 -16.558 -0.030 -16.564 -0.026 -16.568 -0.028 -16.562 -0.044 -16.937 -0.101 -17.001 -0.043 -17.005 -0.030 -16.990 -0.070 -17.194 -0.032 -17.233 -0.024 -17.244 -0.035 -17.166 -0.243 -17.186 -0.300 -17.088 -0.038 -17.185 -0.026 -17.100 -0.077 -17.177 -0.045 -17.174 -0.101 5.330 0.169 1.843 0.147 42.291 40.937
18.500 -11.900 -0.688 -11.958 -0.709 -12.907 -0.600 -14.845 -0.135 -16.061 -0.072 -16.027 -0.061 -15.910 -0.035 -16.548 -0.033 -16.555 -0.030 -16.558 -0.031 -16.554 -0.044 -16.930 -0.097 -16.994 -0.045 -16.998 -0.034 -16.984 -0.071 -17.187 -0.033 -17.227 -0.027 -17.239 -0.038 -17.160 -0.243 -17.181 -0.297 -17.081 -0.037 -17.178 -0.030 -17.096 -0.080 -17.174 -0.045 -17.172 -0.105 5.330 0.169 1.830 0.146 42.285 40.931
18.600 -11.890 -0.705 -11.950 -0.723 -12.890 -0.615 -14.833 -0.136 -16.046 -0.074 -16.012 -0.063 -15.896 -0.038 -16.537 -0.036 -16.544 -0.033 -16.547 -0.034 -16.545 -0.044 -16.924 -0.093 -16.988 -0.047 -16.991 -0.036 -16.979 -0.073 -17.179 -0.034 -17.221 -0.030 -17.233 -0.041 -17.154 -0.243 -17.176 -0.293 -17.074 -0.036 -17.172 -0.033 -17.093 -0.083 -17.170 -0.045 -17.170 -0.108 5.328 0.169 1.820 0.145 42.280 40.926
18.700 -11.880 -0.723 -11.941 -0.737 -12.873 -0.631 -14.821 -0.137 -16.030 -0.076 -15.996 -0.065 -15.883 -0.040 -16.525 -0.038 -16.532 -0.035 -16.536 -0.036 -16.536 -0.044 -16.917 -0.088 -16.981 -0.049 -16.985 -0.039 -16.974 -0.075 -17.172 -0.034 -17.214 -0.033 -17.228 -0.043 -17.147 -0.242 -17.171 -0.289 -17.067 -0.035 -17.165 -0.036 -17.091 -0.085 -17.167 -0.046 -17.169 -0.111 5.321 0.169 1.816 0.144 42.275 40.923
18.800 -11.870 -0.741 -11.933 -0.751 -12.857 -0.646 -14.809 -0.138 -16.015 -0.077 -15.981 -0.066 -15.869 -0.041 -16.513 -0.040 -16.519 -0.037 -16.523 -0.037 -16.527 -0.044 -16.911 -0.082 -16.974 -0.050 -16.978 -0.040 -16.969 -0.076 -17.164 -0.035 -17.207 -0.034 -17.221 -0.044 -17.140 -0.242 -17.165 -0.285 -17.060 -0.035 -17.159 -0.037 -17.088 -0.087 -17.164 -0.049 -17.168 -0.113 5.308 0.169 1.819 0.145 42.272 40.924
18.900 -11.860 -0.759 -11.924 -0.766 -12.840 -0.661 -14.796 -0.139 -15.999 -0.078 -15.966 -0.068 -15.855 -0.042 -16.500 -0.041 -16.506 -0.038 -16.510 -0.038 -16.517 -0.045 -16.904 -0.076 -16.967 -0.051 -16.971 -0.041 -16.964 -0.078 -17.156 -0.036 -17.200 -0.035 -17.214 -0.045 -17.133 -0.242 -17.160 -0.280 -17.053 -0.035 -17.154 -0.038 -17.086 -0.089 -17.161 -0.052 -17.167 -0.115 5.290 0.170 1.826 0.147 42.270 40.929
19.000 -11.850 -0.777 -11.916 -0.780 -12.824 -0.677 -14.784 -0.140 -15.984 -0.079 -15.950 -0.068 -15.841 -0.042 -16.486 -0.041 -16.492 -0.038 -16.497 -0.038 -16.507 -0.046 -16.897 -0.070 -16.960 -0.051 -16.965 -0.041 -16.958 -0.079 -17.148 -0.036 -17.192 -0.035 -17.207 -0.045 -17.125 -0.241 -17.155 -0.275 -17.046 -0.035 -17.148 -0.038 -17.083 -0.090 -17.158 -0.055 -17.167 -0.117 5.270 0.170 1.838 0.150 42.268 40.936
19.100 -11.841 -0.795 -11.908 -0.795 -12.807 -0.692 -14.771 -0.141 -15.968 -0.080 -15.935 -0.069 -15.827 -0.041 -16.472 -0.040 -16.478 -0.037 -16.483 -0.037 -16.497 -0.046 -16.891 -0.063 -16.952 -0.050 -16.958 -0.040 -16.953 -0.080 -17.140 -0.036 -17.185 -0.034 -17.200 -0.044 -17.117 -0.241 -17.149 -0.269 -17.040 -0.035 -17.143 -0.037 -17.081 -0.091 -17.156 -0.059 -17.166 -0.118 5.247 0.171 1.852 0.154 42.268 40.945
19.200 -11.831 -0.814 -11.899 -0.810 -12.791 -0.707 -14.758 -0.142 -15.953 -0.081 -15.920 -0.069 -15.812 -0.039 -16.459 -0.038 -16.464 -0.035 -16.469 -0.035 -16.487 -0.047 -16.884 -0.055 -16.945 -0.049 -16.951 -0.038 -16.948 -0.081 -17.132 -0.035 -17.177 -0.033 -17.192 -0.043 -17.109 -0.240 -17.144 -0.264 -17.034 -0.035 -17.138 -0.036 -17.079 -0.091 -17.154 -0.063 -17.166 -0.118 5.222 0.173 1.868 0.158 42.267 40.956
19.300 -11.821 -0.832 -11.891 -0.825 -12.774 -0.723 -14.744 -0.142 -15.937 -0.081 -15.905 -0.069 -15.798 -0.037 -16.445 -0.036 -16.450 -0.032 -16.455 -0.033 -16.477 -0.047 -16.877 -0.047 -16.938 -0.047 -16.945 -0.035 -16.943 -0.082 -17.124 -0.035 -17.169 -0.031 -17.185 -0.041 -17.100 -0.240 -17.138 -0.257 -17.028 -0.035 -17.134 -0.033 -17.077 -0.091 -17.152 -0.067 -17.166 -0.118 5.197 0.174 1.888 0.163 42.268 40.968
19.400 -11.812 -0.850 -11.883 -0.840 -12.758 -0.738 -14.730 -0.142 -15.922 -0.081 -15.890 -0.069 -15.784 -0.034 -16.432 -0.033 -16.436 -0.029 -16.442 -0.031 -16.467 -0.047 -16.870 -0.039 -16.930 -0.045 -16.938 -0.032 -16.938 -0.083 -17.116 -0.034 -17.162 -0.028 -17.177 -0.039 -17.091 -0.239 -17.133 -0.251 -17.023 -0.034 -17.130 -0.030 -17.075 -0.090 -17.150 -0.070 -17.167 -0.118 5.169 0.176 1.911 0.169 42.269 40.982
19.500 -11.802 -0.868 -11.874 -0.856 -12.741 -0.753 -14.716 -0.142 -15.907 -0.081 -15.875 -0.068 -15.770 -0.030 -16.419 -0.029 -16.423 -0.025 -16.429 -0.027 -16.457 -0.048 -16.864 -0.030 -16.923 -0.043 -16.931 -0.029 -16.933 -0.084 -17.108 -0.033 -17.154 -0.024 -17.168 -0.036 -17.081 -0.238 -17.127 -0.244 -17.019 -0.034 -17.127 -0.026 -17.073 -0.089 -17.148 -0.074 -17.167 -0.117 5.143 0.177 1.936 0.175 42.271 40.997
19.600 -11.793 -0.887 -11.866 -0.871 -12.725 -0.769 -14.702 -0.141 -15.892 -0.081 -15.860 -0.068 -15.756 -0.026 -16.406 -0.025 -16.411 -0.020 -16.416 -0.024 -16.448 -0.048 -16.856 -0.021 -16.915 -0.041 -16.924 -0.025 -16.928 -0.084 -17.101 -0.032 -17.146 -0.019 -17.160 -0.032 -17.071 -0.237 -17.121 -0.236 -17.016 -0.034 -17.124 -0.021 -17.071 -0.088 -17.146 -0.077 -17.168 -0.115 5.123 0.180 1.959 0.181 42.275 41.010
19.700 -11.783 -0.905 -11.857 -0.887 -12.709 -0.784 -14.687 -0.140 -15.877 -0.081 -15.845 -0.067 -15.742 -0.023 -16.395 -0.021 -16.399 -0.014 -16.404 -0.021 -16.439 -0.049 -16.849 -0.014 -16.907 -0.039 -16.917 -0.021 -16.922 -0.085 -17.094 -0.032 -17.138 -0.014 -17.151 -0.029 -17.061 -0.236 -17.116 -0.228 -17.014 -0.035 -17.121 -0.016 -17.069 -0.086 -17.144 -0.079 -17.168 -0.113 5.131 0.182 1.960 0.184 42.278 41.012
19.800 -11.774 -0.924 -11.849 -0.902 -12.693 -0.799 -14.672 -0.138 -15.863 -0.081 -15.831 -0.067 -15.728 -0.020 -16.384 -0.018 -16.388 -0.009 -16.393 -0.018 -16.431 -0.050 -16.842 -0.012 -16.899 -0.037 -16.909 -0.017 -16.917 -0.086 -17.086 -0.032 -17.130 -0.009 -17.142 -0.027 -17.051 -0.235 -17.110 -0.220 -17.013 -0.037 -17.118 -0.010 -17.067 -0.084 -17.143 -0.081 -17.169 -0.110 5.174 0.170 1.917 0.163 42.273 40.949
19.900 -11.765 -0.942 -11.841 -0.918 -12.677 -0.815 -14.656 -0.136 -15.849 -0.080 -15.817 -0.067 -15.715 -0.019 -16.374 -0.016 -16.378 -0.006 -16.383 -0.018 -16.423 -0.051 -16.835 -0.018 -16.891 -0.036 -16.902 -0.016 -16.911 -0.087 -17.079 -0.033 -17.122 -0.006 -17.132 -0.025 -17.040 -0.234 -17.104 -0.212 -17.012 -0.039 -17.116 -0.008 -17.065 -0.081 -17.141 -0.082 -17.169 -0.107 5.198 0.147 1.886 0.136 42.267 40.859
20.000 -11.755 -0.961 -11.832 -0.934 -12.660 -0.830 -14.640 -0.134 -15.835 -0.080 -15.803 -0.067 -15.701 -0.020 -16.365 -0.017 -16.369 -0.009 -16.374 -0.019 -16.415 -0.052 -16.827 -0.026 -16.882 -0.036 -16.894 -0.018 -16.905 -0.088 -17.073 -0.035 -17.113 -0.009 -17.122 -0.024 -17.029 -0.233 -17.098 -0.203 -17.012 -0.041 -17.114 -0.010 -17.063 -0.078 -17.140 -0.083 -17.170 -0.103 5.133 0.155 1.927 0.150 42.264 40.907
20.100 -11.746 -0.979 -11.824 -0.950 -12.644 -0.845 -14.624 -0.131 -15.821 -0.080 -15.790 -0.067 -15.688 -0.023 -16.357 -0.020 -16.361 -0.014 -16.366 -0.022 -16.408 -0.054 -16.820 -0.035 -16.874 -0.036 -16.886 -0.021 -16.900 -0.089 -17.066 -0.037 -17.104 -0.014 -17.112 -0.025 -17.018 -0.232 -17.092 -0.193 -17.013 -0.043 -17.112 -0.015 -17.061 -0.075 -17.138 -0.083 -17.171 -0.099 5.047 0.160 1.998 0.168 42.266 40.968
20.200 -11.737 -0.998 -11.816 -0.966 -12.629 -0.861 -14.607 -0.128 -15.808 -0.080 -15.777 -0.067 -15.675 -0.027 -16.350 -0.023 -16.353 -0.019 -16.358 -0.025 -16.401 -0.054 -16.812 -0.045 -16.865 -0.037 -16.878 -0.025 -16.893 -0.090 -17.059 -0.039 -17.094 -0.019 -17.102 -0.027 -17.007 -0.231 -17.086 -0.184 -17.014 -0.045 -17.111 -0.021 -17.059 -0.071 -17.137 -0.083 -17.171 -0.094 4.992 0.159 2.045 0.176 42.268 40.994
20.300 -11.728 -1.017 -11.807 -0.982 -12.613 -0.876 -14.590 -0.125 -15.795 -0.080 -15.764 -0.067 -15.663 -0.031 -16.343 -0.026 -16.347 -0.024 -16.351 -0.029 -16.394 -0.055 -16.804 -0.054 -16.856 -0.037 -16.870 -0.028 -16.887 -0.091 -17.052 -0.040 -17.085 -0.023 -17.091 -0.029 -16.995 -0.230 -17.080 -0.174 -17.016 -0.047 -17.109 -0.025 -17.057 -0.067 -17.136 -0.082 -17.172 -0.089 4.969 0.157 2.061 0.177 42.266 40.998
20.400 -11.719 -1.035 -11.799 -0.998 -12.597 -0.891 -14.572 -0.121 -15.782 -0.080 -15.751 -0.068 -15.650 -0.035 -16.337 -0.029 -16.340 -0.027 -16.344 -0.031 -16.388 -0.055 -16.797 -0.063 -16.847 -0.038 -16.862 -0.031 -16.881 -0.092 -17.045 -0.042 -17.076 -0.026 -17.080 -0.030 -16.984 -0.229 -17.074 -0.164 -17.017 -0.048 -17.108 -0.030 -17.055 -0.063 -17.134 -0.081 -17.172 -0.084 4.960 0.155 2.061 0.175 42.263 40.992
20.500 -11.710 -1.054 -11.791 -1.014 -12.581 -0.906 -14.554 -0.117 -15.770 -0.080 -15.738 -0.068 -15.638 -0.037 -16.331 -0.032 -16.334 -0.030 -16.337 -0.034 -16.381 -0.055 -16.789 -0.071 -16.837 -0.039 -16.854 -0.034 -16.875 -0.093 -17.039 -0.043 -17.067 -0.029 -17.070 -0.031 -16.972 -0.227 -17.068 -0.153 -17.019 -0.048 -17.106 -0.033 -17.053 -0.058 -17.133 -0.079 -17.173 -0.078 4.956 0.152 2.056 0.171 42.259 40.982
20.600 -11.701 -1.073 -11.782 -1.031 -12.566 -0.921 -14.535 -0.112 -15.757 -0.079 -15.726 -0.068 -15.625 -0.040 -16.325 -0.033 -16.327 -0.032 -16.329 -0.035 -16.375 -0.054 -16.781 -0.080 -16.828 -0.039 -16.845 -0.036 -16.868 -0.093 -17.032 -0.043 -17.058 -0.030 -17.059 -0.032 -16.960 -0.226 -17.062 -0.143 -17.021 -0.048 -17.105 -0.036 -17.051 -0.053 -17.131 -0.076 -17.173 -0.072 4.955 0.149 2.047 0.166 42.255 40.969
20.700 -11.692 -1.091 -11.774 -1.047 -12.550 -0.936 -14.516 -0.107 -15.745 -0.079 -15.714 -0.067 -15.613 -0.041 -16.318 -0.034 -16.320 -0.033 -16.322 -0.036 -16.368 -0.052 -16.774 -0.088 -16.819 -0.038 -16.837 -0.037 -16.861 -0.094 -17.027 -0.043 -17.050 -0.031 -17.049 -0.032 -16.948 -0.225 -17.056 -0.132 -17.023 -0.048 -17.103 -0.038 -17.048 -0.048 -17.129 -0.073 -17.173 -0.066 4.956 0.146 2.037 0.162 42.251 40.954
20.800 -11.683 -1.110 -11.766 -1.064 -12.534 -0.951 -14.497 -0.102 -15.733 -0.078 -15.701 -0.067 -15.600 -0.042 -16.311 -0.034 -16.312 -0.033 -16.314 -0.037 -16.362 -0.050 -16.766 -0.095 -16.809 -0.037 -16.828 -0.038 -16.854 -0.094 -17.021 -0.042 -17.042 -0.031 -17.040 -0.031 -16.936 -0.224 -17.050 -0.120 -17.024 -0.046 -17.102 -0.039 -17.046 -0.042 -17.127 -0.070 -17.173 -0.060 4.959 0.143 2.024 0.157 42.247 40.937
20.900 -11.674 -1.129 -11.757 -1.080 -12.519 -0.966 -14.476 -0.097 -15.721 -0.077 -15.689 -0.066 -15.588 -0.042 -16.303 -0.033 -16.304 -0.033 -16.305 -0.036 -16.355 -0.048 -16.759 -0.103 -16.800 -0.036 -16.820 -0.037 -16.847 -0.094 -17.016 -0.040 -17.036 -0.030 -17.031 -0.030 -16.924 -0.223 -17.043 -0.109 -17.025 -0.045 -17.100 -0.039 -17.043 -0.036 -17.126 -0.066 -17.172 -0.053 4.966 0.141 2.009 0.151 42.243 40.918
21.000 -11.665 -1.148 -11.749 -1.097 -12.504 -0.981 -14.456 -0.092 -15.709 -0.075 -15.677 -0.064 -15.575 -0.042 -16.294 -0.032 -16.295 -0.031 -16.295 -0.035 -16.347 -0.044 -16.751 -0.110 -16.790 -0.034 -16.811 -0.036 -16.840 -0.094 -17.011 -0.038 -17.030 -0.028 -17.023 -0.028 -16.913 -0.221 -17.037 -0.097 -17.025 -0.042 -17.098 -0.038 -17.040 -0.030 -17.124 -0.062 -17.172 -0.047 4.976 0.139 1.989 0.145 42.238 40.895
21.100 -11.656 -1.166 -11.741 -1.114 -12.488 -0.996 -14.435 -0.086 -15.697 -0.074 -15.666 -0.063 -15.562 -0.040 -16.284 -0.029 -16.284 -0.029 -16.283 -0.033 -16.340 -0.041 -16.744 -0.117 -16.781 -0.031 -16.803 -0.035 -16.832 -0.093 -17.007 -0.035 -17.025 -0.026 -17.016 -0.025 -16.901 -0.220 -17.030 -0.085 -17.025 -0.039 -17.095 -0.037 -17.037 -0.024 -17.121 -0.057 -17.171 -0.041 4.994 0.137 1.962 0.139 42.232 40.867
21.200 -11.648 -1.185 -11.732 -1.130 -12.473 -1.011 -14.413 -0.081 -15.686 -0.073 -15.654 -0.062 -15.550 -0.038 -16.273 -0.027 -16.272 -0.027 -16.271 -0.031 -16.332 -0.037 -16.737 -0.123 -16.771 -0.029 -16.795 -0.032 -16.824 -0.093 -17.004 -0.032 -17.021 -0.024 -17.010 -0.022 -16.889 -0.219 -17.024 -0.073 -17.024 -0.035 -17.092 -0.034 -17.034 -0.018 -17.119 -0.053 -17.170 -0.036 5.021 0.136 1.925 0.131 42.225 40.830
21.300 -11.639 -1.204 -11.724 -1.147 -12.458 -1.026 -14.391 -0.076 -15.674 -0.071 -15.642 -0.060 -15.537 -0.036 -16.260 -0.024 -16.258 -0.024 -16.257 -0.029 -16.324 -0.032 -16.730 -0.129 -16.762 -0.027 -16.786 -0.030 -16.816 -0.092 -17.000 -0.028 -17.018 -0.021 -17.004 -0.020 -16.877 -0.218 -17.017 -0.060 -17.022 -0.031 -17.089 -0.032 -17.031 -0.013 -17.117 -0.048 -17.169 -0.031 5.057 0.135 1.877 0.122 42.216 40.779
21.400 -11.630 -1.222 -11.716 -1.164 -12.443 -1.041 -14.368 -0.072 -15.662 -0.070 -15.630 -0.058 -15.524 -0.033 -16.246 -0.022 -16.243 -0.021 -16.242 -0.026 -16.316 -0.028 -16.723 -0.135 -16.753 -0.025 -16.778 -0.027 -16.807 -0.091 -16.997 -0.024 -17.016 -0.018 -17.000 -0.017 -16.866 -0.217 -17.011 -0.048 -17.019 -0.027 -17.085 -0.028 -17.027 -0.010 -17.114 -0.044 -17.167 -0.029 5.077 0.134 1.851 0.117 42.210 40.745
21.500 -11.622 -1.241 -11.708 -1.181 -12.428 -1.056 -14.345 -0.068 -15.650 -0.069 -15.618 -0.057 -15.511 -0.030 -16.230 -0.019 -16.227 -0.018 -16.225 -0.024 -16.307 -0.024 -16.717 -0.141 -16.744 -0.024 -16.769 -0.024 -16.799 -0.090 -16.994 -0.021 -17.015 -0.016 -16.996 -0.017 -16.854 -0.216 -17.004 -0.036 -17.015 -0.023 -17.081 -0.024 -17.023 -0.011 -17.111 -0.040 -17.165 -0.028 5.032 0.134 1.896 0.125 42.216 40.785
21.600 -11.613 -1.260 -11.699 -1.198 -12.413 -1.071 -14.321 -0.065 -15.639 -0.068 -15.606 -0.056 -15.498 -0.026 -16.213 -0.017 -16.209 -0.014 -16.208 -0.021 -16.298 -0.020 -16.710 -0.146 -16.735 -0.024 -16.761 -0.021 -16.789 -0.089 -16.990 -0.018 -17.013 -0.014 -16.992 -0.016 -16.843 -0.215 -16.997 -0.024 -17.010 -0.020 -17.076 -0.020 -17.020 -0.014 -17.108 -0.037 -17.162 -0.029 4.969 0.133 1.964 0.135 42.224 40.830
21.700 -11.604 -1.279 -11.691 -1.215 -12.399 -1.085 -14.296 -0.064 -15.627 -0.067 -15.594 -0.055 -15.485 -0.023 -16.195 -0.016 -16.191 -0.011 -16.192 -0.019 -16.288 -0.019 -16.704 -0.151 -16.726 -0.025 -16.752 -0.019 -16.780 -0.088 -16.987 -0.016 -17.011 -0.012 -16.988 -0.017 -16.832 -0.214 -16.990 -0.016 -17.004 -0.019 -17.071 -0.015 -17.016 -0.017 -17.104 -0.035 -17.160 -0.030 4.923 0.130 2.013 0.139 42.229 40.846
21.800 -11.596 -1.297 -11.683 -1.232 -12.384 -1.100 -14.271 -0.064 -15.616 -0.066 -15.582 -0.055 -15.472 -0.022 -16.179 -0.015 -16.174 -0.009 -16.176 -0.017 -16.278 -0.020 -16.698 -0.156 -16.717 -0.026 -16.743 -0.017 -16.769 -0.087 -16.982 -0.016 -17.007 -0.010 -16.981 -0.017 -16.821 -0.213 -16.984 -0.017 -16.996 -0.019 -17.066 -0.012 -17.012 -0.020 -17.101 -0.034 -17.158 -0.032 4.896 0.127 2.035 0.141 42.229 40.856
